ID,KR,EN,JA,CN
story_692,몸 곳곳이 찢어진 상처로 가득했다.,its body was covered in torn wounds.,体中が裂けた傷だらけだった。,身上布满了撕裂般的伤口。
story_693,“작은... 짐승...?”,“A little... animal...?”,「小さな……獣……？」,“小小的……野兽……？”
story_694,“도마뱀...인가...?”,“Is it... a lizard...?”,「トカゲ……かな……？」,“是……蜥蜴吗……？”
story_695,“너는 누구니...?”,“Who are you...?”,「君は誰……？」,“你是谁……？”
story_696,나는 조심스럽게 그 작은 짐승을 들어 올렸다.,"Carefully, I lifted the little creature into my arms.",私はその小さな獣をそっと抱き上げた。,我小心翼翼地将那只小家伙抱了起来。
story_697,“...다쳤구나...”,“...You're hurt...”,「……怪我をしているんだね……」,“……你受伤了……”
story_698,"두 손으로 감싸듯 안아, 신당 앞에 내려놓았다.","Cradling it gently in both hands, I carried it to the shrine.",両手で包むように抱え、祠の前へ連れて行った。,我用双手轻轻捧着它，将它带到了神龛前。
story_699,"깨끗한 물을 떠와 상처를 닦아주고,","I brought clean water and washed its wounds,",綺麗な水を汲んできて傷を洗い、,打来干净的水替它清洗伤口，
story_700,작은 열매를 주워 조심스레 앞에 놓아주었다.,then placed a few small berries before it.,小さな木の実を拾ってそっと置いた。,又捡来几颗小果子，小心放在它面前。
story_701,“...이런 걸 먹을지는 모르겠지만...”,“...I don't know if you'll eat these...”,「……こんなの食べるか分からないけど……」,“……虽然不知道你会不会吃这个……”
story_702,"작은 짐승의 머리를 조심스럽게 쓰다듬자,","When I gently stroked its head,",小さな獣の頭を優しく撫でると、,当我轻轻抚摸它的脑袋时，
story_703,"아주 잠깐, 그 몸이 떨렸다.",its body trembled for just a moment.,ほんの一瞬、その身体が震えた。,它的身体轻轻颤抖了一下。
story_704,"마치, 그 온기를 기억하려는 것처럼.",As though it were trying to remember that warmth.,まるで、その温もりを覚えようとするかのように。,仿佛想要记住这份温暖一般。
story_705,“아플 때... 혼자 있으면 더 아프잖아.”,“When you're hurting... it feels worse when you're all alone.”,「苦しい時って……一人だともっとつらいでしょう？」,“难受的时候……一个人会更痛苦吧？”
story_706,"“그러니까, 내가 같이 있어줄게.”",“So I'll stay with you.”,「だから、私が一緒にいてあげる。」,“所以，我会陪着你的。”
story_707,“얼른 나으렴.”,“Get better soon.”,「早く元気になってね。」,“快点好起来吧。”
story_708,그날 이후로 나는 매일같이 신당을 찾아왔다.,"From that day on, I visited the shrine every day.",あの日から、私は毎日のように祠を訪れた。,从那天起，我每天都会来到这座神龛。
story_709,"기도를 하고,","I would offer my prayers,",お祈りをして、,祈祷着，
story_710,작은 짐승을 돌보는 것이 어느새 당연한 일이 되어 있었다.,and caring for the little creature became part of my routine.,小さな獣の世話をすることが、いつの間にか当たり前になっていた。,照顾那只小家伙，也渐渐成了理所当然的事。
story_711,"어느 날,","One day,",ある日、,某一天，
story_712,"오늘도 있을 거라고 믿고,","believing it would be there as always,",今日もいると信じて、,我相信它今天也会在那里，
story_713,조금 들뜬 마음으로 신당을 찾았다.,I made my way to the shrine with quiet anticipation.,少し胸を弾ませながら祠へ向かった。,怀着些许期待的心情来到了神龛。
story_714,하지만 그곳에는 아무것도 없었다.,But there was nothing there.,けれど、そこには何もなかった。,可那里什么都没有。
story_715,"계절이 바뀌고도,","Even after the seasons changed,",季節が巡っても、,即使季节更替，
story_716,그 작은 짐승은 다시 나타나지 않았다.,the little creature never returned.,あの小さな獣は二度と姿を見せなかった。,那只小家伙也再没有出现过。
story_717,"마음 한구석이 허전했지만,","A small part of me felt empty,",心のどこかが寂しかったけれど、,虽然心里总觉得空落落的，
story_718,나는 그 자리를 떠나지 못했다.,yet I couldn't bring myself to leave that place behind.,私はその場所から離れられなかった。,我却始终无法离开那里。
story_719,오늘도 변함없이 기도를 올리고 있었다.,"Today, as always, I offered my prayers.",今日も変わらず祈りを捧げていた。,今天也一如既往地祈祷着。
story_720,"“신님, 신님, 제가 아프지 않게...”","“Dear god, dear god... please don't let me be sick anymore...”",「神様、神様、もう私が苦しまないように……」,“神明大人，神明大人，请不要再让我生病了……”
story_721,"기도를 마치려 하는데,","Just as I was about to finish,",お祈りを終えようとした、その時、,就在祈祷即将结束的时候，
story_722,갑자기 심장이 조여들었다.,a sudden pain clenched around my heart.,突然、胸が締めつけられた。,心脏忽然像被狠狠攥住了一样。
story_723,“...흑...!”,“...Gh...!”,「……っ……！」,“……呜……！”
story_724,"숨이 막히는 듯,","Unable to breathe,",息が詰まりそうになり、,仿佛连呼吸都被夺走一般，
story_725,가슴을 붙잡은 채 그대로 바닥에 쓰러졌다.,I collapsed to the ground clutching my chest.,胸を押さえたまま、その場に倒れ込んだ。,我捂着胸口，直接倒在了地上。
story_726,"간신히 숨만 헐떡이고 있을 때,","As I struggled just to breathe,",荒い呼吸を繰り返していた、その時、,就在我艰难喘息的时候，
story_727,조용히 공기가 가라앉았다.,the air around me suddenly grew still.,静かに空気が沈んだ。,四周的空气忽然沉静了下来。
story_728,"누군가가, 그 자리에 와 있었다.",Someone was standing there.,誰かが、その場に立っていた。,有人来到了那里。
story_729,"지금의 내가 알고 있는, 작은 신당의 신.",The god of the small shrine I knew in the present day.,今の私が知っている、小さな祠の神。,正是如今我所认识的，那座小神龛的神明。
story_730,운 하연이다.,It was Hayeon Woon.,運ハヨンだった。,是云夏然。
story_731,"하지만 어딘가, 이상하다.",But something felt different.,けれど、どこか違う。,可总觉得有哪里不一样。
story_732,...이건 분명 그와 나의 기억인데,"...These should be our memories, and yet",……これは確かに彼と私の記憶のはずなのに、,……明明是属于他和我的记忆，
story_733,"지금 내가 알고 있는 모습과는,","compared to the Hayeon I knew now,",今の私が知る彼とは、,却与我如今所认识的他，
story_734,다르다.,he was different.,どこか違っていた。,有所不同。
story_735,"그 온화한 신과 닮아 있으면서도,","He resembled the gentle god I knew,",あの穏やかな神によく似ているのに、,明明和那个温柔的神明如此相似，
story_736,지금보다 더 빛에 가까운 존재처럼 느껴졌다.,yet he felt like a being closer to light itself.,今よりもずっと光に近い存在に見えた。,却仿佛比现在更加接近光明本身。
story_737,“......!”,“......!”,「……！」,“……！”
story_738,“이 신력은...”,“This divine power...”,「この神力は……」,“这股神力……”
story_739,그가 말끝을 흐렸다.,His words trailed off.,彼は言葉を途切れさせた。,他的话停在了嘴边。
story_740,“어찌 이렇게 어린아이가...”,“How could a child so young...”,「こんな幼い子が、どうして……」,“这么小的孩子，怎么会……”
story_741,그의 숨이 거칠게 흔들린다.,His breath trembled roughly.,彼の呼吸が大きく揺れた。,他的呼吸明显乱了。
story_742,시선 끝에는,At the end of his gaze lay,その視線の先には、,顺着他的目光望去，
story_743,"바닥에 쓰러진 채, 고통에 몸부림치는 어린 시절의 나.","my younger self, collapsed and writhing in pain.",苦しみにもがきながら倒れている幼い頃の私がいた。,年幼的我正倒在地上，痛苦地挣扎着。
story_744,“...살려주세요...”,“...Please save me...”,「……助けてください……」,“……救救我……”
story_745,떨리는 목소리.,My voice trembled.,震える声。,那是颤抖不已的声音。
story_746,"숨조차 제대로 쉬지 못한 채,","Barely able to breathe,",息すらまともにできないまま、,连呼吸都变得困难，
story_747,그저 처량하게 그를 올려다보고 있었다.,I could only look up at him pitifully.,ただ縋るように彼を見上げていた。,只能可怜地仰望着他。
story_748,“......”,“......”,「……」,“……”
story_749,그가 나를 내려다보며 망설이는 순간—,Just as he hesitated while looking down at me—,彼が私を見下ろし、ためらったその瞬間――,就在他低头望着我、迟疑不决的那一刻——
story_750,금빛의 새가 하늘을 가르며 내려왔다.,A golden bird cut through the sky and descended.,黄金の鳥が空を切り裂くように舞い降りた。,一只金色的鸟划破天空，俯冲而下。
story_751,“...그 아이는 이미 죽었어야 했다.”,“...That child should have already died.”,「……その子は本来、すでに死んでいるはずだった。」,“……那孩子本应早已死去。”
story_752,“운명을 거스르기 위해 성물을 수없이 사용했지.”,“Countless sacred relics were used to defy fate.”,「運命に抗うため、数え切れないほどの聖物が使われた。」,“为了违抗命运，无数圣物被消耗殆尽。”
story_753,“신의 힘이 인간의 몸에 스며든 결과...”,"“As a result, divine power seeped into a mortal body...”",「その結果、神の力が人の身に染み込み……」,“其结果便是，神之力渗入了凡人的躯体……”
story_754,"“그 아이는 더 이상 인간도, 신도 아니다.”",“That child is neither human nor god.”,「あの子はもはや、人でも神でもない。」,“那个孩子，已经既非人类，也非神明。”
story_755,“반신 반인.”,“A demigod.”,「半神半人。」,“半神半人。”
story_756,"“본인의 죽음, 또는 누군가의 대가 위에서만 살아갈 수 있는 존재다.”",“A being who can survive only through their own death... or at the cost of another.”,「己の死、あるいは誰かの代償の上でしか生きられない存在だ。」,“一个只能依靠自身的死亡，或他人的代价而存活的存在。”
story_757,“제거하거라.”,“Eliminate her.”,「始末しろ。」,“除掉她。”
story_758,“......”,“......”,「……」,“……”
story_759,"그의 눈이, 아주 잠깐 크게 흔들렸다.","For the briefest moment, his eyes wavered.",ほんの一瞬、彼の瞳が大きく揺れた。,他的眼神在一瞬间剧烈动摇。
story_760,그 순간 낯선 기억들이 나에게로 흘러 들어왔다.,"At that moment, unfamiliar memories began flowing into me.",その瞬間、見知らぬ記憶が流れ込んできた。,就在那一刻，陌生的记忆涌入了我的脑海。
story_761,본래의 격을 넘어선 신력.,Divine power beyond his original rank.,本来の格を超えるほどの神力。,远远超出他原本位阶的神力。
story_762,"그는 이미 신이었지만,","He was already a god,",彼はすでに神だったが、,虽然他早已是神，
story_763,그날의 힘은 그가 감당할 수 있는 범위를 넘어선 것이었다.,but the power he received that day exceeded what he could bear.,あの日の力は、彼が受け止められる限界を超えていた。,但那一天降临在他身上的力量，已经超出了他所能承受的极限。
story_764,"갑작스럽게 쏟아진 힘을 감당하지 못한 채,","Unable to withstand that overwhelming surge of power,",突然流れ込んだ力に耐えきれず、,无法承受那股骤然倾泻而下的力量，
story_765,그가 고통에 몸부림치며 신력을 제어하지 못하고,"writhing in agony, unable to control his divine power,",苦しみにもがきながら神力を制御できず、,在痛苦中挣扎着，失去了对神力的控制，
story_766,하늘에서 인간계로 떨어졌던 순간까지.,he fell from the heavens into the mortal realm.,天界から人間界へと墜ちていった。,从天界坠落到了人间。
story_767,“잠깐...이 아이는...”,“Wait... this child...”,「待て……この子は……」,“等等……这个孩子……”
story_768,"그의 손이, 미세하게 떨렸다.",His hand trembled ever so slightly.,彼の手がわずかに震えた。,他的手微微颤抖着。
story_769,마치 익숙한 온기를 다시 떠올린 것처럼.,As though he had remembered a warmth he once knew.,まるで懐かしい温もりを思い出したかのように。,仿佛重新想起了某种熟悉的温暖。
story_770,"그는 아무것도 하지 못한 채,","Unable to act,",彼は何もできないまま、,他什么也做不了，
story_771,그저 나를 바라보고 있었다.,he could only stare at me.,ただ私を見つめていた。,只能静静地注视着我。
story_772,“......”,“......”,「……」,“……”
story_773,“신님... 신님이지요...?”,“A-Are you... a god...?”,「か、神様……ですよね……？」,“您……是神明大人……对吗……？”
story_774,“...제가 벌을 받는 건가요...?”,“...Am I being punished...?”,「……私は罰を受けるんですか……？」,“……我是要受到惩罚了吗……？”
story_775,“무엇이든... 제가 잘못했어요...제발...”,“Whatever I did... I'm sorry... please...”,「何でも……私が悪かったんです……お願いです……」,“不管是什么……都是我的错……求求您……”
story_776,"아무것도 모르는 어린 시절의 내가,","My younger self, who knew nothing,",何も知らない幼い私は、,年幼无知的我，
story_777,눈앞의 신에게 매달리듯 말했다.,pleaded desperately with the god before her.,目の前の神に縋るように言った。,像抓住最后一根救命稻草般向眼前的神祈求。
story_778,"내 말에 그의 손이, 움찔 떨렸다.","At my words, his hand trembled.",その言葉に、彼の手が小さく震えた。,听到我的话，他的手猛地颤了一下。
story_779,그의 감정이 그대로 나에게 밀려 들어왔다.,His emotions flooded straight into me.,彼の感情がそのまま流れ込んできた。,他的情感毫无保留地涌入了我的心中。
story_780,두려움.,Fear.,恐れ。,恐惧。
story_781,연민.,Compassion.,哀れみ。,怜悯。
story_782,"그리고,",And...,そして、,以及——
story_783,견딜 수 없는 죄책감.,unbearable guilt.,耐え難い罪悪感。,难以承受的罪恶感。
story_784,“천제님... 저는...”,“Your Majesty... I...”,「天帝様……私は……」,“天帝大人……我……”
story_785,“...도저히... 도저히 이 아이를 죽일 수 없습니다...”,“...I cannot... I simply cannot kill this child...”,「……どうしても……どうしてもこの子を殺すことはできません……」,“……无论如何……我都做不到杀死这个孩子……”
story_786,“저에게 이 아이는... 은인입니다...”,“To me... this child is my benefactor.”,「私にとってこの子は……恩人なのです……」,“对我而言……这个孩子是我的恩人……”
story_787,“어찌... 제가...”,“How could I possibly...”,「どうして……私が……」,“我又怎么能够……”
story_788,"그의 목소리는, 이미 무너져 있었다.",His voice was already breaking apart.,彼の声は、すでに崩れていた。,他的声音早已支离破碎。
story_789,어린 나를 위해 그가 울고 있다.,He was grieving for the sake of the child I once was.,幼い私のために、彼は涙を堪えていた。,为了年幼的我，他几乎快要落下泪来。
story_790,"그 사실이, 가슴 깊이 파고들었다.",That realization pierced deep into my heart.,その事実が、胸の奥深くに突き刺さった。,那个事实深深刺入了我的心底。
story_791,“......”,“......”,「……」,“……”
story_792,“...나는 너를 아낀다. 하연.”,"“...I value you, Hayeon.”",「……私はお前を大切に思っている、ハヨン。」,“……我一直很看重你，夏然。”
story_793,“그렇기에 묻는 것이다.”,“That is why I ask you this.”,「だからこそ、問いかけている。」,“正因如此，我才会问你。”
story_794,“정말 이 선택을 하겠느냐.”,“Will you truly choose this path?”,「本当に、この道を選ぶのか。」,“你真的要做出这个选择吗。”
story_795,"그 말에는 분명,",There was no mistaking it.,その言葉には確かに、,那句话里，毫无疑问地，
story_796,진심 어린 걱정이 담겨 있었다.,Genuine concern lay beneath those words.,心からの案じる気持ちが込められていた。,藏着发自内心的担忧。
story_797,“이 아이가...”,“If this child...”,「この子が……」,“如果这个孩子……”
story_798,“목숨으로 대가를 치러야 한다면...”,“must pay the price with her life...”,「命で代償を支払わねばならないのなら……」,“必须用生命来偿还代价的话……”
story_799,“제가 대신 받겠습니다.”,“Then let me bear that burden in her place.”,「その代償は、私が代わりに受けます。」,“那份代价，就由我来替她承担。”
story_800,"고통에 몸부림치는 나의 앞에서,","Before the child writhing in pain,",苦しみにもがく私の前で、,在痛苦挣扎着的我面前，
story_801,무너지듯 무릎을 꿇고 눈물을 흘리며,"collapsing to his knees, tears falling freely,",崩れ落ちるように膝をつき、涙を流しながら、,他仿佛崩溃般跪倒在地，泪水不断滑落，
story_802,그는 그렇게 말했다.,he spoke those words.,彼はそう告げた。,如此说道。
story_803,“......”,“......”,「……」,“……”
story_804,“...그래... 네 선택이 그렇다면...”,“...Very well... if that is your choice...”,「……そうか……それがお前の選んだ答えなら……」,“……这样啊……既然那就是你的选择……”
story_805,“받아들이겠다.”,“I will accept it.”,「受け入れよう。」,“我接受。”
story_806,“다만—”,“However—”,「ただし――」,“但是——”
story_807,"“대가는, 결코 가볍지 않을 것이다.”",“The price will be anything but light.”,「その代償は、決して軽いものではない。」,“那份代价，绝不会轻。”
story_808,전령의 몸에서 빛이 쏟아졌다.,Light poured forth from the messenger's body.,伝令の身体から光が溢れ出した。,光芒自使者的身体中倾泻而出。
story_809,"그 빛이,",That light,その光が、,那道光芒，
story_810,그와 어린 시절의 나를 동시에 감쌌다.,enveloped both him and my younger self.,彼と幼い私を同時に包み込んだ。,同时包裹住了他和年幼的我。
story_811,의식이 끊긴다.,My consciousness faded.,意識が途切れていく。,意识逐渐远去。
story_812,"마지막으로 보인 것은,",The last thing I saw was,最後に見えたのは、,最后映入眼帘的，
story_813,힘을 잃고 쓰러지는 그의 모습.,him collapsing as his strength left him.,力を失い倒れていく彼の姿。,是失去力量、缓缓倒下的他。
story_814,"그리고,",And then—,そして、,以及——
story_815,내가 알던 모습으로 천천히 바뀌어 가는 그의 형상.,his form slowly changing into the Hayeon I knew.,私の知る姿へとゆっくり変わっていく彼の姿だった。,逐渐变成我所熟悉模样的他。
story_816,“...이것 또한... 인연인 것인가...”,"“...Is this, too... a thread of fate...”",「……これもまた……縁だというのか……」,“……这……也是所谓的缘分吗……”
story_817,"빛이 완전히 사라지고,",The light faded completely.,光が完全に消え去り、,光芒彻底消散。
story_818,숨이 가쁘게 흔들렸다.,My breath trembled unsteadily.,荒い呼吸が漏れた。,我的呼吸剧烈颤抖着。
story_819,이제 모든 기억이 돌아왔다.,"Now, all of the memories had returned.",すべての記憶が戻っていた。,所有的记忆，都回来了。
story_820,“...하아... 하...”,“...Haah... haa...”,「……はぁ……はぁ……」,“……哈啊……哈……”
story_821,손이 덜덜 떨린다.,My hands wouldn't stop shaking.,手が震えて止まらない。,我的双手止不住地颤抖。
story_822,“이게... 전부...”,“So this was... everything...”,「これが……全部……」,“原来……这就是全部……”
story_823,“...아이야...”,“...Little one...”,「……君……」,“……孩子……”
story_824,그 역시 같은 기억을 보고 있었다.,He had witnessed the same memories.,彼も同じ記憶を見ていた。,他也看见了同样的记忆。
story_825,"눈이, 아주 조용히 흔들리고 있었다.",A quiet tremor lingered in his eyes.,彼の瞳も静かに揺れていた。,他的眼神也在无声地动摇着。
story_826,“...왜...”,“...Why...”,「……どうして……」,“……为什么……”
story_827,“왜 그런 선택을...”,“Why would you make that choice...?”,「どうして、そんな選択を……？」,“为什么要做出那样的选择……”
story_828,“......”,“......”,「……」,“……”
story_829,"“...그때도, 지금도.”","“...Back then, and now.”",「……あの時も、今も。」,“……无论是那时，还是现在。”
story_830,“...같은 선택을 했을 거란다.”,“...I would have made the same choice.”,「……きっと同じ選択をしていたよ。」,“……我依然会做出同样的选择。”
story_831,"서로를 향한 감정이,",The feelings we held for one another,お互いに向けた感情が、,彼此之间的感情，
story_832,이번엔 확실하게 구분되었다.,were finally clear.,ついに確かに分かった。,终于清晰地分辨出来了。
story_833,하지만 동시에 더 선명하게 겹쳐진다.,"Yet at the same time, they overlapped more clearly than ever.",けれど同時に、これまで以上に鮮明に重なり合った。,但与此同时，却比以往任何时候都更加鲜明地交织在一起。
story_834,"“전에 네가 치렀던 대가는 깨졌으니,”",“The price you once paid has now been undone.”,「かつてお前が支払った代償は、すでに失われた。」,“你曾付出的代价，如今已经失效了。”
story_835,“새로운 대가를 치러야겠구나.”,“A new price must now be paid.”,「新たな代償を支払わねばならないな。」,“因此，必须支付新的代价。”
story_836,"“기억을 되찾은 이상, 대가는 피할 수 없다.”","“Now that the memories have returned, the price cannot be avoided.”",「記憶を取り戻した以上、その代償からは逃れられない。」,“既然记忆已经归来，代价便无法逃避。”
select_9_1,함께 짊어지기로 한다,We'll bear the burden together.,二人で背負うことを選ぶ,选择一起承担这份代价
select_9_2,내가 대가를 치르기로 한다,I'll pay the price myself.,私が代償を支払う,由我来支付代价
story_837,“당신이...”,“You...”,「あなたが……」,“你……”
story_838,“다 대신...”,“You carried all of it...”,「全部、一人で……」,“一直都是你一个人在承担……”
story_839,“아이야...”,“Little one...”,「……君。」,“……孩子。”
story_840,“...괜찮단다.”,“...It's alright.”,「……大丈夫だよ。」,“……没关系的。”
story_841,"잠시, 조용히 나를 바라보던 그가 덧붙였다.","After quietly watching me for a moment, he continued.",しばらく静かに私を見つめた後、彼は続けた。,他静静注视了我片刻，随后轻声补充道。
story_842,“...너는... 다친 나를 치료해주지 않았니.”,“...Didn't you once care for me when I was hurt?”,「……君は、傷ついた私を助けてくれただろう。」,“……当初受伤的我，不也是你救下的吗。”
story_843,“그렇다 하더라도...안 괜찮아요.”,“Even so... that doesn't make it alright.”,「それでも……そんなの、よくありません。」,“即便如此……那也不对。”
story_844,“이건......”,“This...”,「これは……」,“这件事……”
story_845,“당신 혼자 감당할 일이 아니잖아요.”,“This isn't something you should bear alone.”,「あなた一人で背負うことじゃないでしょう。」,“这本来就不该由你一个人承担。”
story_846,“같이...같이 감당해요.”,“Let's carry it together.”,「一緒に……一緒に背負いましょう。」,“一起……一起承担吧。”
story_847,"내 말을 들은 그는,","Hearing those words,",その言葉を聞いた彼は、,听到我的话后，
story_848,아주 잠깐 시선을 내리깔았다.,lowered his gaze for just a moment.,ほんの一瞬だけ視線を落とした。,微微垂下了目光。
story_849,무언가를 깨달은 듯—,As though realizing something—,何かに気づいたように――,仿佛忽然意识到了什么一般——
story_850,"이내, 작게 미소 지으며 눈을 감았다.",he soon closed his eyes with a faint smile.,やがて小さく微笑み、目を閉じた。,随后轻轻一笑，缓缓闭上了眼。
story_851,“...그래.”,“...I see.”,「……そうか。」,“……这样啊。”
story_852,“덕분에 좋은 생각이 났구나.”,“You've just given me an idea.”,「おかげで、ひとつ良い考えが浮かんだよ。」,“多亏了你，我想到一个不错的办法。”
story_853,그 순간 그가 천천히 나를 끌어당겼다.,"At that moment, he gently drew me closer.",その瞬間、彼はゆっくりと私を引き寄せた。,就在那一刻，他缓缓将我拉向自己。
story_854,“흥미롭구나.”,“How interesting.”,「興味深いな。」,“真有意思。”
story_855,“같이 짊어지겠다는 선택이라...”,“So you've chosen to bear it together...”,「共に背負うという選択か……」,“选择一起承担吗……”
story_856,"“그렇다면,”","“In that case,”",「ならば、」,“既然如此，”
story_857,“이건 더 이상 ‘명계’의 문제만이 아니겠지.”,“This is no longer a matter for the Underworld alone.”,「もはや『冥界』だけの問題ではないな。」,“这就不再只是‘冥界’的问题了。”
story_858,“너희가 기억을 되찾음으로써 균형은 무너졌으니.”,“The balance has already been disturbed by the return of your memories.”,「お前たちが記憶を取り戻したことで、均衡は崩れた。」,“你们找回记忆的那一刻起，平衡就已经被打破了。”
story_859,“그럼...”,“Then...”,「それなら……」,“那么……”
story_860,"“가서, 직접 묻거라.”",“Go and ask for the answer yourselves.”,「行って、自ら問うがいい。」,“去吧，亲自寻求答案。”
story_861,“명계는 기억과 죽음만을 관할하는 곳.”,“The Underworld governs only memory and death.”,「冥界が司るのは記憶と死のみ。」,“冥界所掌管的，只有记忆与死亡。”
story_862,"“이건, 내가 결정할 일이 아니다.”",“This is no longer mine to decide.”,「これは、もはや私が決めることではない。」,“这已经不是该由我决定的事情了。”
story_863,명왕이 손을 들어 올린다.,The Underworld King raised his hand.,冥王が静かに手を掲げた。,冥王缓缓抬起手。
story_864,어둠이 갈라지며 빛으로 이어지는 길이 열렸다.,"Darkness split apart, revealing a path of light beyond.",闇が裂け、その先に光へ続く道が現れた。,黑暗缓缓裂开，一条通往光明的道路显现出来。
story_865,“천계로 이어지는 문이다.”,“That is the gate to the Heavenly Realm.”,「天界へと続く門だ。」,“那是通往天界的门。”
story_866,"“선택의 끝을 보려거든, 그곳에서 답을 받아라.”","“If you wish to see where your choice leads, seek your answer there.”",「選択の先を見届けたいのなら、そこで答えを得るがいい。」,“若想看到选择的终点，就去那里得到答案吧。”
story_867,"천계에 도착하자,","When we arrived in the Heavenly Realm,",天界へ辿り着くと、,抵达天界后，
story_868,밝은 빛으로 감싸인 화려한 궁궐들이 시야를 가득 메웠다.,magnificent palaces bathed in radiant light filled my vision.,眩い光に包まれた壮麗な宮殿が視界いっぱいに広がっていた。,被耀眼光芒笼罩的华丽宫殿映满了我的视野。
story_869,"기억을 되찾은 순간,","The moment our memories returned,",記憶を取り戻した瞬間、,在找回记忆的那一刻，
story_870,그의 모습은 온전한 신의 형태로 돌아오고 있었다.,his appearance had begun returning to its true divine form.,彼の姿は本来の神としての姿へと戻りつつあった。,他的模样也逐渐恢复成原本的神明姿态。
story_871,나는 그를 빤히 바라보았다.,I found myself staring at him.,私は思わず彼を見つめていた。,我不由自主地盯着他看。
story_872,“왜 그러니?”,“What is it?”,「どうしたんだい？」,“怎么了？”
story_873,“이게... 원래 모습이에요?”,“...Is this your true appearance?”,「……これが、本来の姿なんですか？」,“……这才是您原本的模样吗？”
story_874,그는 자신의 머리끝을 만지작거리며 미소 지었다.,He smiled as he lightly touched the ends of his hair.,彼は髪先に触れながら微笑んだ。,他轻轻拨弄着发梢，微微笑了起来。
story_875,"“그렇단다, 마음에 안드니?”",“It is. Do you not like it?”,「そうだよ。気に入らなかったかな？」,“是啊。你不喜欢吗？”
story_876,"부드럽게 휘어지는 그의 눈을 마주하자,","Meeting the gentle curve of his eyes,",優しく細められた彼の瞳と目が合うと、,对上他那温柔弯起的眼眸时，
story_877,내 얼굴이 붉어졌다.,I felt my face grow warm.,顔が熱くなるのを感じた。,我的脸瞬间热了起来。
story_878,“...아니요... 마음에 들어요.”,“...No... I think it suits you.”,「……いいえ……素敵だと思います。」,“……不……我很喜欢。”
story_879,"우리는 처음 천제와 마주했던,","Together, we made our way toward",私たちは初めて天帝と出会った、,我们朝着第一次见到天帝的那座——
story_880,그 거대한 궁궐 안으로 걸음을 옮겼다.,the great palace where we had first met the Heavenly Emperor.,あの大きな宮殿へと足を向けた。,巨大的宫殿走去。
story_881,"문을 지나 안으로 들어서자,","As we passed through the doors,",扉を抜けて中へ入ると、,穿过大门踏入其中时，
story_882,위엄 있는 존재가 우리를 기다리고 있었다.,a majestic presence was waiting for us.,威厳に満ちた存在が私たちを待っていた。,一位威严的存在正等待着我们。
story_883,“...기억을 되찾았구나.”,“...So you've regained your memories.”,「……記憶を取り戻したか。」,“……看来你们已经取回记忆了。”
story_884,“예.”,“Yes.”,「はい。」,“是的。”
story_885,"“천제님, 요청이 있습니다.”","“Your Majesty, I have a request.”",「天帝様、お願いがあります。」,“天帝大人，我有一个请求。”
story_886,“...말해 보아라.”,“...Speak.”,「……申してみよ。」,“……说来听听。”
story_887,그가 잠시 뜸을 들이다 입을 열었다.,"After a brief pause, he finally spoke.",彼はしばらく言葉を選び、やがて口を開いた。,他沉默片刻后，终于开口。
story_888,“...이 아이를 신으로 올려주십시오.”,“...Please allow this child to ascend and become a god.”,「……この子を神として迎え入れてください。」,“……请让这孩子成为神明吧。”
story_889,“...네...?”,“...What...?”,「……えっ……？」,“……诶……？”
story_890,"표정변화는 없었지만,","Though his expression did not change,",表情こそ変わらなかったが、,虽然他的表情没有变化，
story_891,천제의 시선이 천천히 내려앉았다.,the Heavenly Emperor's gaze slowly settled upon us.,天帝の視線が静かに落ちた。,天帝的目光缓缓落了下来。
story_892,“...쉽게 할 수 있는 말이 아니구나.”,“...That is not a request made lightly.”,「……軽々しく口にできる願いではないな。」,“……这可不是能够轻易说出口的请求。”
story_893,“반신반인을 신으로 만든다?”,“To elevate a demigod into a true god?”,「半神半人を神にすると？」,“让一个半神半人的存在成为真正的神？”
story_894,“그 대가를 알고 있느냐.”,“Do you understand the price that would require?”,「その代償を理解しているのか。」,“你明白那样做需要付出什么代价吗。”
story_895,“알고 있습니다.”,“I do.”,「承知しております。」,“我明白。”
story_896,“제 신력을 나누겠습니다.”,“Then I will share my divine power with her.”,「私の神力を分け与えます。」,“我会将自己的神力分给她。”
story_897,공기가 잠시 무거워졌다.,"For a moment, the air grew heavy.",その瞬間、空気が重く沈んだ。,一时间，空气仿佛变得沉重起来。
story_898,"“신격은, 나눌 수 있는 것이 아니다.”",“Divinity is not something that can be divided.”,「神格とは、分け与えられるものではない。」,“神格，并不是能够被分割的东西。”
story_899,“하지만...잃어본 적은 있습니다.”,“And yet... I have lost it before.”,「ですが……失ったことならあります。」,“但是……我曾经失去过它。”
story_900,"“...그리고, 되찾았습니다.”",“...And I reclaimed it.”,「……そして、取り戻しました。」,“……而我又将它取回来了。”
story_901,천제의 눈이 아주 미세하게 가늘어졌다.,The Heavenly Emperor's eyes narrowed ever so slightly.,天帝の目がほんのわずかに細められた。,天帝的双眼微微眯起。
story_902,“그 과정에서 깨달았습니다.”,"“Through that experience, I came to understand something.”",「その過程で、一つ理解したことがあります。」,“在那个过程中，我明白了一件事。”
story_903,"“신의 힘은, 완전히 고정된 것이 아니라 이어질 수도 있다는 것을.”",“A god's power is not entirely fixed. It can be passed on.”,「神の力は、決して固定されたものではなく、受け継がれることもあるのだと。」,“神明的力量，并非绝对固定不变，也能够被延续下去。”
